,X_coord,Y_coord,Ref_Wind_Speed,Wind_angle,Spacing
474,0.0,0.0,7.4913187,294.0,558.0
475,509.75836536457126,-226.95904683629652,7.53248119,294.0,558.0
476,0.0,0.0,7.50931597,295.0,558.0
477,505.71974516645065,-235.82099005131028,7.53774881,295.0,558.0
478,0.0,0.0,7.50573301,296.0,558.0
479,501.5270778349352,-244.6110999083052,7.55843782,296.0,558.0
480,0.0,0.0,7.51067162,297.0,558.0
481,497.1816404971093,-253.3266988546671,7.5620575,297.0,558.0
482,0.0,0.0,7.52392912,298.0,558.0
483,492.6847568152813,-261.9651320345271,7.55353642,298.0,558.0
484,0.0,0.0,7.51949644,299.0,558.0
485,488.03779658378284,-270.52376809745607,7.56399012,299.0,558.0
486,0.0,0.0,7.52702665,300.0,558.0
487,483.2421753117168,-278.99999999999994,7.56394434,300.0,558.0
488,0.0,0.0,7.53335524,240.0,651.0
489,563.7825378636696,325.49999999999994,7.56699276,240.0,651.0
490,0.0,0.0,7.53040695,241.0,651.0
